time,joint_2
1.796,-0.11530591154054294
1.798,-0.11492677311858622
1.8,-0.11454959066103618
1.802,-0.11417442592583009
1.804,-0.113801340345692
1.806,-0.11343039501792647
1.808,-0.11306165069426274
1.81,-0.11269516777075138
1.812,-0.11233100627771479
1.814,-0.11196922586975375
1.816,-0.11160988581581144
1.818,-0.11125304498929688
1.82,-0.11089876185826954
1.822,-0.11054709447568677
1.824,-0.11019810046971587
1.826,-0.10985183703411253
1.828,-0.10950836091866728
1.83,-0.1091677284197218
1.832,-0.10882999537075666
1.834,-0.10849521713305225
1.836,-0.10816344858642463
1.838,-0.10783399904146297
1.84,-0.10750728254184885
1.842,-0.1071834706153638
1.844,-0.10686266590812939
1.846,-0.10654494059256253
1.848,-0.10623034696286983
1.85,-0.10591892193626608
1.852,-0.10561068992253138
1.854,-0.10530566503271102
1.856,-0.10500385288012307
1.858,-0.10470525207144316
1.86,-0.10440985544598787
1.862,-0.10411765110669452
1.864,-0.10382862327795243
1.866,-0.10354275301931692
1.868,-0.10326001881922249
1.87,-0.10298039708876415
1.872,-0.10270497745650768
1.874,-0.10243358161723973
1.8760000000000001,-0.10216620422609318
1.8780000000000001,-0.1019028779519264
1.8800000000000001,-0.1016436434496523
1.8820000000000001,-0.10138854265132433
1.8840000000000001,-0.10113761725424406
1.8860000000000001,-0.10089090837276583
