epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.1936,0.55257,2.7511,0.99507,0.00333,1,0.995,0.982,0.21152,2.64481,0.75841,0.0002,0.0002,0.0002
2,94.9923,0.47054,1.51168,0.91208,0.00333,1,0.995,0.89825,0.38081,2.40739,0.78515,0.000411684,0.000411684,0.000411684
