time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.29,-1.184219588491562,-1.2964554209875225,-1.196939629832056,-1.184556638364143,-1.1600963461339147,-1.16869798416481
0.292,-1.1815542725972374,-1.2943798597716873,-1.1945163792115658,-1.1821321877322677,-1.1575321856129186,-1.1661817116003421
0.294,-1.1788924298573975,-1.2923059639553862,-1.192095946179161,-1.1797126279498373,-1.1549729219849227,-1.1636701805660907
0.296,-1.1762340627014296,-1.2902337266917376,-1.18967832388604,-1.177297946324059,-1.152418546300656,-1.161163382130166
0.298,-1.1735791735231098,-1.2881631411425776,-1.187263505503766,-1.1748881301704142,-1.1498690496295105,-1.1586613073774619
0.3,-1.1709277646811618,-1.286094200480753,-1.1848514842251914,-1.1724831668132722,-1.147324423059413,-1.156163947409628
0.302,-1.1682798384997426,-1.284026897892228,-1.1824422532653123,-1.170083043586478,-1.1447846576966998,-1.1536712933450368
0.304,-1.1656353972688593,-1.2819612265780207,-1.1800358058620508,-1.1676877478339096,-1.142249744665994,-1.1511833363187536
0.306,-1.1629944432447223,-1.2798971797559802,-1.1776321352769739,-1.1652972669100155,-1.1397196751100882,-1.148700067482505
0.308,-1.1603569786500443,-1.2778347506624217,-1.1752312347959566,-1.162911588180326,-1.1371944401898266,-1.1462214780046487
0.31,-1.1577230056742875,-1.2757739325536266,-1.1728330977297878,-1.1605306990219453,-1.1346740310839927,-1.1437475590701425
0.312,-1.1550925264738665,-1.2737147187072242,-1.1704377174147313,-1.1581545868240226,-1.1321584389891977,-1.1412783018805135
0.314,-1.1524655431723083,-1.2716571024234593,-1.1680450872130375,-1.155783238988207,-1.1296476551197707,-1.1388136976538266
0.316,-1.149842057860377,-1.2696010770263595,-1.1656552005134158,-1.1534166429290842,-1.1271416707076536,-1.1363537376246555
0.318,-1.1472220725961637,-1.267546635864807,-1.1632680507314692,-1.151054786074597,-1.1246404770022953,-1.13389841304405
0.32,-1.1446055894051486,-1.2654937723135262,-1.1608836313100923,-1.1486976558664532,-1.1221440652705488,-1.1314477151795068
0.322,-1.1419926102802347,-1.2634424797739896,-1.158501935719838,-1.1463452397605183,-1.119652426796571,-1.1290016353149384
0.324,-1.1393831371817589,-1.2613927516752543,-1.156122957459254,-1.1439975252271966,-1.1171655528817233,-1.1265601647506422
0.326,-1.1367771720374809,-1.2593445814747284,-1.1537466900551911,-1.1416544997517994,-1.1146834348444732,-1.1241232948032704
0.328,-1.134174716742554,-1.2572979626588792,-1.1513731270630898,-1.1393161508349037,-1.1122060640202998,-1.1216910168057994
0.33,-1.1315757731594795,-1.255252888743883,-1.1490022620672375,-1.1369824659926986,-1.1097334317615972,-1.1192633221074995
0.332,-1.1289803431180458,-1.2532093532762236,-1.1466340886810111,-1.1346534327573248,-1.107265529437584,-1.1168402020739037
0.334,-1.126388428415255,-1.251167349833245,-1.1442686005470948,-1.1323290386772025,-1.104802348434209,-1.1144216480867788
0.336,-1.1238000308152372,-1.2491268720236575,-1.1419057913376813,-1.1300092713173517,-1.1023438801540637,-1.112007651544094
0.338,-1.1212151520491576,-1.2470879134880057,-1.1395456547546579,-1.1276941182597056,-1.0998901160162897,-1.1095982038599903
0.34,-1.118633793815112,-1.2450504678990992,-1.1371881845297735,-1.1253835671034154,-1.0974410474564937,-1.1071932964647522
